Nom de fichier	Chemin	voyageId	Pays	Ville	Lieu	Date Événement	datePage	Légende
0129_7A.24.jpg	D:\TDM\0002_inde20010218\0013_Delhi\2001-02-18\0129_7A.24.jpg	inde20010218	Inde	Delhi	-	18/02/2001	-	Bus De Luxe avec ventilo.... premier transport indien. Mais pas le dernier...
0130_7A.25.jpg	D:\TDM\0002_inde20010218\0013_Delhi\2001-02-19\0130_7A.25.jpg	inde20010218	Inde	Delhi	-	19/02/2001	-	-
0131_7A.26.jpg	D:\TDM\0002_inde20010218\0013_Delhi\2001-02-19\0131_7A.26.jpg	inde20010218	Inde	Delhi	-	19/02/2001	-	-
0132_7A.27.jpg	D:\TDM\0002_inde20010218\0013_Delhi\2001-02-19\0132_7A.27.jpg	inde20010218	Inde	Delhi	-	19/02/2001	-	-
0133_7A.28.jpg	D:\TDM\0002_inde20010218\0013_Delhi\2001-02-20\0133_7A.28.jpg	inde20010218	Inde	Delhi	-	20/02/2001	-	Train pour Agra
0134_6.28.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0134_6.28.jpg	inde20010218	Inde	Agra	-	20/02/2001	-	Le Taj Mahal au dessus des toits, vu de notre hôtel
0135_6.27.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0135_6.27.jpg	inde20010218	Inde	Agra	-	20/02/2001	-	La rue
0136_6.26.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0136_6.26.jpg	inde20010218	Inde	Agra	-	20/02/2001	-	-
0137_6.25.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0137_6.25.jpg	inde20010218	Inde	Agra	-	20/02/2001	-	La rue
0138_6.24.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0138_6.24.jpg	inde20010218	Inde	Agra	-	20/02/2001	-	Lionel au boulot pour écrire la carnet de voyage
0139_6.23.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0139_6.23.jpg	inde20010218	Inde	Agra	-	20/02/2001	-	Devant la porte Ouest du Taj Mahal
0140_6.22.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0140_6.22.jpg	inde20010218	Inde	Agra	-	20/02/2001	-	Dur dur de prendre des photos, la circulation est très dense
0141_6.21.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0141_6.21.jpg	inde20010218	Inde	Agra	Fort rouge	20/02/2001	-	Taj Mahal vu du fort rouge
0142_6.20.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0142_6.20.jpg	inde20010218	Inde	Agra	Fort rouge	20/02/2001	-	-
0143_6.19.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0143_6.19.jpg	inde20010218	Inde	Agra	Fort rouge	20/02/2001	-	-
0144_6.18.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0144_6.18.jpg	inde20010218	Inde	Agra	Fort rouge	20/02/2001	-	-
0145_6.17.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0145_6.17.jpg	inde20010218	Inde	Agra	Fort rouge	20/02/2001	-	-
0146_7A.29.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0146_7A.29.jpg	inde20010218	Inde	Agra	Fort rouge	20/02/2001	-	-
0147_6.16.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0147_6.16.jpg	inde20010218	Inde	Agra	Fort rouge	20/02/2001	-	Pierres précieuses incrustées
0148_6.15.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0148_6.15.jpg	inde20010218	Inde	Agra	Fort rouge	20/02/2001	-	Dans l'enceinte
0149_6.14.jpg	D:\TDM\0002_inde20010218\0014_Agra\2001-02-20\0149_6.14.jpg	inde20010218	Inde	Agra	-	20/02/2001	-	Vélo Rickshaw, deal pour faire du shopping
